,Владение1,Владение2,Удары по воротам1,Удары по воротам2,Удары в створ1,Удары в створ2,Удары мимо1,Удары мимо2,Фолы1,Фолы2,Угловые удары1,Угловые удары2,Штрафные удары1,Штрафные удары2,Вне игры1,Вне игры2,Команда1,Команда2,Голы1,Голы2,Результат
505,61,39,8,17,5,6,3,11,13,19,6,8,19,12,2,1,Арсенал , Саутгемптон,2,2,0
506,47,53,6,15,2,8,4,7,10,12,5,9,9,10,0,4,Борнмут , Вулверхэмптон,1,2,2
507,47,53,11,8,4,2,7,6,5,9,8,3,9,5,3,4,Манчестер Сити , Челси,2,1,1
508,41,59,9,9,8,5,1,4,13,10,6,3,9,13,3,1,Шеффилд Юнайтед , Манчестер Юнайтед,3,3,0
509,62,38,14,8,8,5,6,3,10,9,11,6,9,10,1,2,Астон Вилла , Ньюкасл,2,0,1
510,24,76,6,17,3,9,3,8,4,6,1,10,6,3,3,3,Ньюкасл , Манчестер Сити,2,2,0
511,65,35,14,5,6,4,8,1,0,16,9,3,15,0,3,0,Челси , Вест Хэм,0,1,2
512,45,55,12,9,7,5,5,4,3,10,4,5,9,2,1,6,Ливерпуль , Брайтон,2,1,1
513,44,56,12,6,4,2,8,4,13,9,5,6,8,13,1,1,Бернли , Кристал Пэлас,0,2,2
514,52,48,12,14,5,6,7,8,10,12,4,8,12,9,1,0,Тоттенхэм , Борнмут,3,2,1
515,62,38,9,6,6,3,3,3,6,10,6,7,10,6,2,4,Саутгемптон , Уотфорд,2,1,1
516,59,41,7,9,3,4,4,5,12,18,7,2,16,12,1,3,Вулверхэмптон , Шеффилд Юнайтед,1,1,0
517,40,60,13,8,8,7,5,1,8,10,7,12,10,7,1,0,Норвич , Арсенал,2,2,0
518,69,31,13,8,6,3,7,5,7,9,4,4,9,7,1,3,Лестер , Эвертон,2,1,1
519,62,38,13,7,6,3,7,4,16,8,9,9,7,16,1,4,Манчестер Юнайтед , Астон Вилла,2,2,0
520,31,69,5,5,2,3,3,2,6,15,6,9,14,6,1,0,Кристал Пэлас , Борнмут,1,0,1
521,25,75,3,12,2,8,1,4,9,6,3,6,6,9,0,2,Бернли , Манчестер Сити,1,4,2
522,63,37,10,2,6,1,4,1,13,16,7,2,16,10,3,1,Лестер , Уотфорд,2,0,1
523,50,50,13,5,7,3,6,2,8,9,5,4,8,7,3,3,Вулверхэмптон , Вест Хэм,2,0,1
524,47,53,10,6,7,5,3,1,9,9,4,3,9,9,1,1,Манчестер Юнайтед , Тоттенхэм,2,1,1
525,64,36,15,4,9,3,6,1,18,10,9,5,9,18,0,1,Челси , Астон Вилла,2,1,1
526,41,59,10,8,5,3,5,5,12,7,6,1,7,12,3,1,Саутгемптон , Норвич,2,1,1
527,58,42,8,11,5,4,3,7,13,17,5,6,16,12,3,3,Ливерпуль , Эвертон,5,2,1
528,73,27,10,5,6,4,4,1,10,6,8,1,6,10,3,2,Шеффилд Юнайтед , Ньюкасл,0,2,2
529,50,50,9,14,5,9,4,5,10,11,9,9,10,9,7,0,Арсенал , Брайтон,1,2,2
530,30,70,10,11,7,4,3,7,14,9,1,5,8,14,2,3,Эвертон , Челси,3,1,1
531,27,73,1,16,0,9,1,7,5,6,1,4,6,5,5,1,Борнмут , Ливерпуль,0,3,2
532,49,51,10,6,7,1,3,5,12,8,1,1,7,12,1,2,Тоттенхэм , Бернли,5,0,1
533,50,50,7,2,3,0,4,2,15,16,6,2,16,15,1,1,Уотфорд , Кристал Пэлас,0,0,0
534,71,29,11,9,5,7,6,2,10,10,16,3,9,10,0,0,Манчестер Сити , Манчестер Юнайтед,1,2,2
535,41,59,11,16,2,8,9,8,21,15,8,6,14,21,0,1,Астон Вилла , Лестер,1,4,2
536,46,54,6,14,6,4,0,10,11,17,3,12,17,11,0,1,Ньюкасл , Саутгемптон,2,1,1
537,58,42,9,8,4,3,5,5,6,12,9,1,11,6,1,2,Норвич , Шеффилд Юнайтед,1,2,2
538,62,38,10,8,5,6,5,2,10,7,3,4,7,9,1,3,Брайтон , Вулверхэмптон,2,2,0
539,36,64,8,6,4,3,4,3,12,6,4,3,6,12,1,0,Вест Хэм , Арсенал,1,3,2
540,67,33,14,8,6,2,8,6,8,6,6,3,4,7,5,4,Ливерпуль , Уотфорд,2,0,1
541,67,33,10,3,5,2,5,1,9,14,9,4,14,9,3,1,Челси , Борнмут,0,1,2
542,56,44,13,6,5,3,8,3,11,15,12,4,12,11,0,1,Лестер , Норвич,1,1,0
543,48,52,6,7,4,0,2,7,15,12,4,3,11,15,3,1,Бернли , Ньюкасл,1,0,1
544,56,44,5,7,3,0,2,7,10,9,3,2,7,8,3,0,Шеффилд Юнайтед , Астон Вилла,2,0,1
545,57,43,11,7,2,4,9,3,9,14,5,8,12,9,4,2,Саутгемптон , Вест Хэм,0,1,2
546,66,34,16,8,8,3,8,5,10,12,6,5,12,10,2,3,Манчестер Юнайтед , Эвертон,1,1,0
547,57,43,9,8,5,5,4,3,14,10,11,2,10,12,0,1,Вулверхэмптон , Тоттенхэм,1,2,2
548,43,57,5,10,1,7,4,3,9,24,3,3,23,8,2,1,Арсенал , Манчестер Сити,0,3,2
549,35,65,10,13,4,10,6,3,7,12,3,7,12,6,0,1,Кристал Пэлас , Брайтон,1,1,0
550,43,57,5,6,0,2,5,4,10,11,5,4,10,10,0,1,Эвертон , Арсенал,0,0,0
551,50,50,12,6,7,4,5,2,7,14,4,11,14,7,3,2,Норвич , Вулверхэмптон,1,2,2
552,43,57,5,11,3,4,2,7,12,11,4,5,11,12,2,0,Ньюкасл , Кристал Пэлас,1,0,1
553,69,31,6,7,2,2,4,5,6,11,4,3,9,5,2,3,Брайтон , Шеффилд Юнайтед,0,1,2
554,64,36,3,1,0,1,3,0,13,21,4,5,20,13,2,0,Борнмут , Бернли,0,1,2
555,56,44,13,13,6,8,7,5,16,15,7,5,15,15,2,3,Астон Вилла , Саутгемптон,1,3,2
556,62,38,19,5,12,2,7,3,14,9,6,1,8,13,1,3,Манчестер Сити , Лестер,3,1,1
557,37,63,6,14,3,8,3,6,16,11,3,5,10,14,5,4,Уотфорд , Манчестер Юнайтед,2,0,1
558,45,55,3,9,1,3,2,6,9,11,3,5,11,8,0,2,Тоттенхэм , Челси,0,2,2
559,53,47,7,10,5,5,2,5,10,9,9,2,9,10,5,0,Тоттенхэм , Брайтон,2,1,1
560,66,34,8,3,3,3,5,0,10,9,8,1,9,9,1,2,Челси , Саутгемптон,0,2,2
561,58,42,10,4,4,2,6,2,11,8,9,1,8,11,4,1,Шеффилд Юнайтед , Уотфорд,1,1,0
562,43,57,7,12,2,6,5,6,15,12,5,8,12,15,1,0,Астон Вилла , Норвич,1,0,1
563,40,60,9,8,4,2,5,6,5,13,8,3,12,5,1,0,Борнмут , Арсенал,1,1,0
564,58,42,12,7,4,2,8,5,5,10,7,6,10,5,1,2,Кристал Пэлас , Вест Хэм,2,1,1
565,67,33,13,6,5,0,8,6,15,14,10,3,14,14,0,1,Эвертон , Бернли,1,0,1
566,73,27,17,7,10,2,7,5,10,7,5,0,6,9,1,1,Манчестер Юнайтед , Ньюкасл,4,1,1
567,42,58,2,13,0,6,2,7,5,7,2,8,7,4,6,3,Лестер , Ливерпуль,0,4,2
568,61,39,14,6,8,3,6,3,7,13,3,1,12,7,0,1,Вулверхэмптон , Манчестер Сити,3,2,1
569,55,45,12,5,6,2,6,3,9,11,9,2,10,9,3,0,Брайтон , Борнмут,2,0,1
570,43,57,14,16,5,9,9,7,13,13,5,8,12,12,3,2,Ньюкасл , Эвертон,1,2,2
571,59,41,9,5,5,2,4,3,13,7,12,4,7,13,2,2,Саутгемптон , Кристал Пэлас,1,1,0
572,49,51,11,5,6,2,5,3,16,9,6,3,9,15,1,3,Уотфорд , Астон Вилла,3,0,1
573,42,58,5,8,2,7,3,1,12,10,4,6,10,11,3,3,Норвич , Тоттенхэм,2,2,0
574,43,57,9,10,4,8,5,2,16,4,5,6,4,16,2,3,Вест Хэм , Лестер,1,2,2
575,39,61,6,8,1,5,5,3,17,10,5,4,8,17,5,2,Бернли , Манчестер Юнайтед,0,2,2
576,43,57,7,10,2,4,5,6,13,19,2,3,18,13,2,1,Арсенал , Челси,1,2,2
577,62,38,7,7,3,2,4,5,7,3,5,6,2,5,2,5,Ливерпуль , Вулверхэмптон,1,0,1
578,72,28,10,6,4,0,6,6,5,6,8,5,6,4,1,5,Манчестер Сити , Шеффилд Юнайтед,2,0,1
579,30,70,7,10,4,5,3,5,6,6,3,7,6,6,1,0,Вест Хэм , Ливерпуль,0,2,2
580,48,52,9,9,5,5,4,4,8,15,5,3,15,8,0,3,Брайтон , Челси,1,1,0
581,61,39,14,9,1,6,13,3,12,10,8,4,9,12,2,1,Бернли , Астон Вилла,1,2,2
582,24,76,4,15,2,10,2,5,8,12,4,5,12,8,0,3,Ньюкасл , Лестер,0,3,2
583,37,63,7,11,3,4,4,7,12,6,4,7,4,12,1,0,Уотфорд , Вулверхэмптон,2,1,1
584,41,59,7,7,3,5,4,2,21,8,6,9,8,20,1,3,Саутгемптон , Тоттенхэм,1,0,1
585,43,57,12,3,7,2,5,1,3,12,9,2,11,3,1,3,Вест Хэм , Борнмут,4,0,1
586,41,59,12,7,4,3,8,4,12,9,2,5,9,12,2,1,Норвич , Кристал Пэлас,1,1,0
587,65,35,14,5,7,2,7,3,11,11,3,6,11,11,3,1,Манчестер Сити , Эвертон,2,1,1
588,49,51,9,7,4,4,5,3,11,15,1,4,15,11,0,0,Арсенал , Манчестер Юнайтед,2,0,1
589,74,26,12,3,7,2,5,1,5,8,8,4,5,5,1,3,Ливерпуль , Шеффилд Юнайтед,2,0,1
590,47,53,9,7,3,2,6,5,11,6,7,3,5,11,3,1,Шеффилд Юнайтед , Вест Хэм,1,0,1
591,43,57,5,6,3,4,2,2,14,22,1,4,22,14,3,1,Кристал Пэлас , Арсенал,1,1,0
592,58,42,5,15,5,10,0,5,9,17,2,4,17,8,3,2,Лестер , Саутгемптон,1,2,2
593,53,47,10,8,6,2,4,6,7,7,4,3,6,6,2,2,Эвертон , Брайтон,1,0,1
594,59,41,10,5,6,3,4,2,18,7,4,2,7,17,2,0,Манчестер Юнайтед , Норвич,4,0,1
595,65,35,12,5,8,3,4,2,7,4,10,3,4,7,6,6,Челси , Бернли,3,0,1
596,65,35,7,3,4,1,3,2,13,12,5,2,12,12,0,1,Вулверхэмптон , Ньюкасл,1,1,0
597,34,66,12,12,4,7,8,5,4,8,4,3,8,4,2,2,Тоттенхэм , Ливерпуль,0,1,2
598,56,44,8,12,1,6,7,6,3,13,5,5,13,3,0,5,Борнмут , Уотфорд,0,3,2
599,30,70,5,20,1,12,4,8,5,12,2,4,11,3,1,0,Астон Вилла , Манчестер Сити,1,6,2
600,42,58,10,11,2,5,8,6,13,13,3,3,12,12,2,3,Уотфорд , Тоттенхэм,0,0,0
601,55,45,5,8,2,3,3,5,11,13,3,4,13,11,2,4,Брайтон , Астон Вилла,1,1,0
602,72,28,16,4,6,3,10,1,9,7,14,2,6,9,0,1,Манчестер Сити , Кристал Пэлас,2,2,0
603,66,34,10,4,5,3,5,1,10,10,4,5,9,8,0,3,Норвич , Борнмут,1,0,1
604,52,48,10,7,5,4,5,3,13,12,1,3,10,13,2,2,Саутгемптон , Вулверхэмптон,2,3,2
605,49,51,10,8,6,3,4,5,11,13,7,6,13,11,3,1,Вест Хэм , Эвертон,1,1,0
606,61,39,9,10,4,4,5,6,9,13,4,5,9,8,3,0,Арсенал , Шеффилд Юнайтед,1,1,0
607,31,69,7,11,2,4,5,7,9,14,1,10,13,9,1,2,Ньюкасл , Челси,1,0,1
608,45,55,7,14,5,8,2,6,14,8,4,5,7,14,1,0,Бернли , Лестер,2,1,1
609,53,47,11,8,5,4,6,4,7,10,11,5,10,7,2,3,Ливерпуль , Манчестер Юнайтед,2,0,1
610,64,36,13,5,5,2,8,3,11,18,6,3,18,10,0,3,Астон Вилла , Уотфорд,2,1,1
611,35,65,7,14,3,8,4,6,9,12,5,8,12,8,2,1,Борнмут , Брайтон,3,1,1
612,33,67,3,13,1,5,2,8,13,13,5,13,13,12,4,1,Шеффилд Юнайтед , Манчестер Сити,0,1,2
613,45,55,5,12,0,6,5,6,12,13,0,8,13,12,2,1,Кристал Пэлас , Саутгемптон,0,2,2
614,54,46,15,6,8,3,7,3,13,10,6,4,10,12,1,0,Эвертон , Ньюкасл,2,2,0
615,58,42,13,2,8,2,5,0,11,6,17,5,6,11,2,1,Челси , Арсенал,2,2,0
616,67,33,12,5,8,2,4,3,10,19,7,8,18,9,2,1,Лестер , Вест Хэм,4,1,1
617,50,50,8,9,3,2,5,7,12,7,7,3,6,12,1,0,Тоттенхэм , Норвич,2,1,1
618,72,28,17,4,7,2,10,2,11,7,5,2,7,11,2,2,Манчестер Юнайтед , Бернли,0,2,2
619,47,53,8,7,3,6,5,1,6,11,2,4,11,4,2,0,Вулверхэмптон , Ливерпуль,1,2,2
620,50,50,9,4,4,3,5,1,16,14,4,6,14,14,1,1,Лестер , Челси,2,2,0
621,40,60,11,14,6,5,5,9,10,15,1,8,13,10,1,3,Борнмут , Астон Вилла,2,1,1
622,61,39,12,11,9,4,3,7,9,15,6,11,13,7,2,5,Ливерпуль , Саутгемптон,4,0,1
623,45,55,8,9,2,5,6,4,17,14,4,4,13,17,0,2,Уотфорд , Эвертон,2,3,2
624,36,64,9,16,6,6,3,10,8,9,4,6,9,6,2,1,Вест Хэм , Брайтон,3,3,0
625,60,40,8,6,3,3,5,3,9,15,9,5,14,9,1,0,Кристал Пэлас , Шеффилд Юнайтед,0,1,2
626,44,56,9,13,5,4,4,9,10,15,8,12,15,10,3,0,Ньюкасл , Норвич,0,0,0
627,63,37,13,9,5,4,8,5,14,15,4,6,14,14,0,1,Манчестер Юнайтед , Вулверхэмптон,0,0,0
628,43,57,12,8,2,2,10,6,8,11,5,7,11,8,4,1,Бернли , Арсенал,0,0,0
629,34,66,3,12,3,6,0,6,8,14,2,6,13,6,2,0,Тоттенхэм , Манчестер Сити,2,0,1
630,47,53,12,8,8,2,4,6,11,12,4,6,10,11,1,2,Эвертон , Кристал Пэлас,3,1,1
631,67,33,7,4,2,2,5,2,9,12,3,2,12,9,2,2,Брайтон , Уотфорд,1,1,0
632,54,46,10,9,6,2,4,7,10,8,8,4,8,10,0,1,Шеффилд Юнайтед , Борнмут,2,1,1
633,41,59,11,5,3,3,8,2,13,10,7,0,9,12,2,0,Вулверхэмптон , Лестер,0,0,0
634,63,37,7,9,2,6,5,3,8,11,4,3,11,6,1,3,Саутгемптон , Бернли,1,2,2
635,37,63,4,13,1,6,3,7,5,11,2,7,11,5,1,0,Норвич , Ливерпуль,0,1,2
636,54,46,12,16,4,10,8,6,12,10,12,7,8,12,0,1,Астон Вилла , Тоттенхэм,2,3,2
637,68,32,13,7,7,2,6,5,15,9,5,6,9,15,1,4,Арсенал , Ньюкасл,4,0,1
638,61,39,7,7,1,3,6,4,11,11,9,8,11,9,2,0,Челси , Манчестер Юнайтед,0,2,2
639,77,23,12,2,7,0,5,2,5,7,6,1,6,5,1,3,Манчестер Сити , Вест Хэм,2,0,1
640,50,50,15,3,7,3,8,0,14,14,3,5,13,14,1,0,Челси , Тоттенхэм,2,1,1
641,66,34,8,6,3,2,5,4,5,6,12,2,5,4,3,2,Шеффилд Юнайтед , Брайтон,1,1,0
642,43,57,12,8,10,4,2,4,9,9,7,4,6,8,1,1,Бернли , Борнмут,3,0,1
643,46,54,20,1,9,1,11,0,13,17,9,6,17,13,0,2,Саутгемптон , Астон Вилла,2,0,1
644,45,55,16,5,9,2,7,3,15,11,7,5,10,14,0,3,Кристал Пэлас , Ньюкасл,1,0,1
645,32,68,7,13,3,7,4,6,14,10,3,7,10,13,1,1,Лестер , Манчестер Сити,0,1,2
646,58,42,18,4,9,2,9,2,6,15,3,5,14,6,1,1,Манчестер Юнайтед , Уотфорд,3,0,1
647,40,60,15,5,6,4,9,1,11,6,4,1,6,11,1,0,Вулверхэмптон , Норвич,3,0,1
648,51,49,9,13,4,5,5,8,12,12,6,3,12,12,2,2,Арсенал , Эвертон,3,2,1
649,69,31,17,6,7,4,10,2,4,10,16,8,9,4,2,2,Ливерпуль , Вест Хэм,3,2,1
650,43,57,7,12,6,4,1,8,13,16,6,7,15,13,2,0,Норвич , Лестер,1,0,1
651,66,34,17,9,8,3,9,6,8,9,8,7,9,8,1,3,Брайтон , Кристал Пэлас,0,1,2
652,54,46,10,4,4,0,6,4,11,9,11,7,9,10,2,2,Ньюкасл , Бернли,0,0,0
653,27,73,8,18,5,6,3,12,8,5,4,14,5,8,1,2,Борнмут , Челси,2,2,0
654,34,66,12,5,7,2,5,3,8,11,4,9,7,7,0,1,Вест Хэм , Саутгемптон,3,1,1
655,30,70,12,5,5,1,7,4,4,8,3,5,8,3,5,1,Уотфорд , Ливерпуль,3,0,1
656,65,35,7,11,5,4,2,7,12,14,4,5,14,11,0,0,Тоттенхэм , Вулверхэмптон,2,3,2
657,45,55,11,10,5,5,6,5,11,11,13,8,9,10,3,1,Эвертон , Манчестер Юнайтед,1,1,0
658,74,26,10,4,6,4,4,0,10,12,9,4,12,7,1,5,Ливерпуль , Борнмут,2,1,1
659,45,55,6,5,3,3,3,2,12,16,8,8,16,11,2,1,Кристал Пэлас , Уотфорд,1,0,1
660,42,58,8,9,4,5,4,4,12,8,10,5,7,12,1,3,Шеффилд Юнайтед , Норвич,1,0,1
661,38,62,4,10,3,7,1,3,14,15,5,8,13,13,0,2,Саутгемптон , Ньюкасл,0,1,2
662,68,32,5,12,2,6,3,6,11,9,6,7,8,11,2,2,Арсенал , Вест Хэм,1,0,1
663,44,56,8,5,1,1,7,4,4,7,2,0,7,4,0,0,Вулверхэмптон , Брайтон,0,0,0
664,45,55,12,8,8,2,4,6,16,11,4,5,11,15,2,0,Бернли , Тоттенхэм,1,1,0
665,60,40,16,2,11,1,5,1,8,10,6,1,8,8,0,1,Челси , Эвертон,4,0,1
666,28,72,8,7,6,4,2,3,11,9,2,11,9,10,1,2,Манчестер Юнайтед , Манчестер Сити,2,0,1
667,64,36,14,4,7,1,7,3,15,12,9,0,11,15,3,2,Лестер , Астон Вилла,4,0,1
668,46,54,4,10,2,6,2,4,12,12,2,3,11,12,2,2,Фулхэм , Арсенал,0,3,2
669,30,70,5,8,3,5,2,3,14,11,7,3,10,14,4,0,Кристал Пэлас , Саутгемптон,1,0,1
670,49,51,9,4,6,3,3,1,9,6,9,0,5,9,2,5,Ливерпуль , Лидс,4,3,1
671,58,42,8,9,3,2,5,7,13,7,8,7,7,11,2,4,Вест Хэм , Ньюкасл,0,2,2
672,36,64,4,10,1,7,3,3,12,9,2,5,9,11,4,3,Вест Бромвич , Лестер,0,3,2
673,51,49,6,11,5,4,1,7,15,7,5,3,6,14,0,1,Тоттенхэм , Эвертон,0,1,2
674,55,45,7,9,2,4,5,5,13,7,12,5,7,13,4,0,Шеффилд Юнайтед , Вулверхэмптон,0,2,2
675,52,48,9,7,3,5,6,2,8,13,4,3,11,8,0,3,Брайтон , Челси,1,3,2
676,71,29,12,5,7,4,5,1,9,11,11,1,10,8,1,1,Эвертон , Вест Бромвич,5,2,1
677,50,50,9,11,7,6,2,5,13,18,5,3,17,12,3,0,Лидс , Фулхэм,4,3,1
678,75,25,8,11,4,5,4,6,13,10,9,3,10,12,1,2,Манчестер Юнайтед , Кристал Пэлас,1,3,2
679,62,38,4,9,3,3,1,6,11,13,7,5,12,11,5,2,Арсенал , Вест Хэм,2,1,1
680,52,48,12,7,7,6,5,1,17,18,3,2,17,14,2,6,Саутгемптон , Тоттенхэм,2,5,2
681,48,52,4,12,0,6,4,6,16,15,7,1,15,15,1,2,Ньюкасл , Брайтон,0,3,2
682,39,61,5,15,3,6,2,9,10,6,1,11,6,8,1,1,Челси , Ливерпуль,0,2,2
683,67,33,8,13,6,5,2,8,11,13,15,4,12,11,0,1,Лестер , Бернли,4,2,1
684,71,29,13,3,2,1,11,2,12,13,10,4,13,12,1,0,Астон Вилла , Шеффилд Юнайтед,1,0,1
685,35,65,6,12,1,9,5,3,7,8,4,6,7,7,2,3,Вулверхэмптон , Манчестер Сити,1,3,2
686,53,47,14,4,5,3,9,1,18,16,7,1,16,17,1,4,Брайтон , Манчестер Юнайтед,2,3,2
687,43,57,3,8,1,5,2,3,16,15,7,6,14,14,1,0,Кристал Пэлас , Эвертон,1,2,2
688,25,75,7,16,3,10,4,6,8,16,3,9,15,7,1,0,Вест Бромвич , Челси,3,3,0
689,53,47,6,3,2,1,4,2,8,10,8,2,10,7,2,1,Бернли , Саутгемптон,0,1,2
690,37,63,9,14,4,9,5,5,18,4,5,7,4,15,2,1,Шеффилд Юнайтед , Лидс,0,1,2
691,65,35,19,3,12,1,7,2,15,9,10,4,8,14,0,1,Тоттенхэм , Ньюкасл,1,1,0
692,71,29,12,7,5,7,7,0,13,8,3,4,8,12,2,3,Манчестер Сити , Лестер,2,5,2
693,37,63,14,6,7,2,7,4,7,11,1,3,11,7,3,2,Вест Хэм , Вулверхэмптон,4,0,1
694,65,35,12,9,3,5,9,4,18,14,5,3,14,18,0,3,Фулхэм , Астон Вилла,0,3,2
695,66,34,15,4,8,3,7,1,11,7,7,3,7,11,0,5,Ливерпуль , Арсенал,3,1,1
696,70,30,12,2,6,0,6,2,17,13,8,5,11,16,1,0,Челси , Кристал Пэлас,4,0,1
697,44,56,8,6,6,3,2,3,13,14,3,10,13,12,0,2,Эвертон , Брайтон,4,2,1
698,52,48,9,16,7,2,2,14,11,12,7,10,12,11,2,3,Лидс , Манчестер Сити,1,1,0
699,48,52,9,5,5,3,4,2,13,17,3,4,17,13,4,5,Ньюкасл , Бернли,3,1,1
700,69,31,2,11,0,6,2,5,10,8,6,4,8,10,4,2,Лестер , Вест Хэм,0,3,2
701,61,39,12,3,7,2,5,1,19,10,5,1,10,17,1,1,Саутгемптон , Вест Бромвич,2,0,1
702,64,36,5,4,5,2,0,2,3,9,2,4,8,3,0,3,Арсенал , Шеффилд Юнайтед,2,1,1
703,48,52,8,7,5,2,3,5,15,8,6,2,6,15,0,0,Вулверхэмптон , Фулхэм,1,0,1
704,39,61,4,14,2,8,2,6,14,11,2,4,11,13,1,0,Манчестер Юнайтед , Тоттенхэм,1,6,2
705,31,69,15,9,11,8,4,1,7,10,2,7,10,7,2,1,Астон Вилла , Ливерпуль,7,2,1
706,42,58,10,16,5,8,5,8,15,9,2,5,8,13,2,3,Эвертон , Ливерпуль,2,2,0
707,53,47,8,11,5,6,3,5,11,9,6,2,8,10,3,1,Челси , Саутгемптон,3,3,0
708,58,42,9,8,5,3,4,5,15,10,6,6,10,15,0,2,Манчестер Сити , Арсенал,1,0,1
709,37,63,6,20,4,14,2,6,9,12,0,7,12,9,0,2,Ньюкасл , Манчестер Юнайтед,1,4,2
710,42,58,9,11,6,6,3,5,5,9,2,5,9,4,4,0,Шеффилд Юнайтед , Фулхэм,1,1,0
711,35,65,1,12,1,3,0,9,13,13,2,5,13,12,1,2,Кристал Пэлас , Брайтон,1,1,0
712,51,49,10,8,6,4,4,4,13,12,3,7,12,13,1,3,Тоттенхэм , Вест Хэм,3,3,0
713,50,50,7,9,5,4,2,5,18,18,2,7,18,17,2,3,Лестер , Астон Вилла,0,1,2
714,56,44,11,8,6,4,5,4,15,17,8,2,16,15,2,0,Вест Бромвич , Бернли,0,0,0
715,67,33,9,4,2,3,7,1,13,12,8,3,11,13,1,2,Лидс , Вулверхэмптон,0,1,2
716,41,59,9,22,4,9,5,13,14,17,6,5,17,14,0,0,Астон Вилла , Лидс,0,3,2
717,31,69,5,13,2,7,3,6,14,6,2,10,6,13,1,0,Вест Хэм , Манчестер Сити,1,1,0
718,64,36,12,13,3,10,9,3,11,11,4,4,11,11,1,2,Фулхэм , Кристал Пэлас,1,2,2
719,50,50,9,3,4,1,5,2,8,6,9,6,6,8,2,0,Манчестер Юнайтед , Челси,0,0,0
720,62,38,12,9,5,2,7,7,7,15,7,3,15,6,2,0,Ливерпуль , Шеффилд Юнайтед,2,1,1
721,54,46,12,3,6,2,6,1,11,11,4,5,11,10,1,1,Саутгемптон , Эвертон,2,0,1
722,63,37,11,2,3,2,8,0,10,10,2,3,9,10,0,0,Вулверхэмптон , Ньюкасл,1,1,0
723,56,44,8,5,4,2,4,3,13,9,9,3,9,13,1,0,Арсенал , Лестер,0,1,2
724,50,50,4,8,3,3,1,5,14,7,6,2,7,14,2,1,Брайтон , Вест Бромвич,1,1,0
725,39,61,9,5,4,3,5,2,9,7,4,5,7,8,4,2,Бернли , Тоттенхэм,0,1,2
726,45,55,13,5,5,2,8,3,13,4,7,6,4,12,0,2,Вулверхэмптон , Кристал Пэлас,2,0,1
727,36,64,2,12,1,8,1,4,14,6,2,5,6,13,0,2,Шеффилд Юнайтед , Манчестер Сити,0,1,2
728,37,63,4,10,0,9,4,1,10,15,3,4,13,10,1,4,Бернли , Челси,0,3,2
729,72,28,8,3,5,3,3,0,13,14,1,2,14,13,1,0,Ливерпуль , Вест Хэм,2,1,1
730,55,45,12,8,10,4,2,4,12,17,11,1,17,11,2,2,Астон Вилла , Саутгемптон,3,4,2
731,38,62,7,10,4,4,3,6,9,10,5,4,10,8,1,0,Ньюкасл , Эвертон,2,1,1
732,53,47,5,7,2,2,3,5,12,12,6,3,12,11,4,0,Манчестер Юнайтед , Арсенал,0,1,2
733,44,56,9,4,3,2,6,2,14,13,4,5,11,13,0,4,Тоттенхэм , Брайтон,2,1,1
734,46,54,9,5,6,1,3,4,13,11,5,2,10,12,1,4,Фулхэм , Вест Бромвич,2,0,1
735,67,33,9,9,4,8,5,1,9,5,10,3,5,9,2,0,Лидс , Лестер,1,4,2
736,58,42,10,4,3,1,7,3,11,5,5,3,3,10,1,1,Брайтон , Бернли,0,0,0
737,60,40,10,3,8,2,2,1,12,11,8,3,10,11,4,1,Саутгемптон , Ньюкасл,2,0,1
738,54,46,6,10,1,5,5,5,12,19,5,2,19,12,3,1,Эвертон , Манчестер Юнайтед,1,3,2
739,36,64,8,7,6,3,2,4,9,16,3,6,15,8,1,1,Кристал Пэлас , Лидс,4,1,1
740,70,30,14,4,9,3,5,1,5,14,6,7,14,5,1,1,Челси , Шеффилд Юнайтед,4,1,1
741,53,47,15,7,7,3,8,4,10,9,9,5,9,9,3,2,Вест Хэм , Фулхэм,1,0,1
742,42,58,9,11,2,5,7,6,17,12,9,6,12,14,1,1,Вест Бромвич , Тоттенхэм,0,1,2
743,50,50,7,7,3,2,4,5,12,8,6,3,7,11,0,0,Лестер , Вулверхэмптон,1,0,1
744,54,46,6,7,2,3,4,4,19,11,1,2,9,18,2,5,Манчестер Сити , Ливерпуль,1,1,0
745,58,42,10,6,2,6,8,0,11,13,3,8,13,11,1,1,Арсенал , Астон Вилла,0,3,2
746,29,71,5,9,1,3,4,6,11,12,7,4,12,10,2,2,Ньюкасл , Челси,0,2,2
747,55,45,10,6,4,3,6,3,5,18,12,3,18,5,2,0,Астон Вилла , Брайтон,1,2,2
748,34,66,2,11,2,5,0,6,13,19,0,10,16,13,1,2,Тоттенхэм , Манчестер Сити,2,0,1
749,63,37,9,6,7,2,2,4,12,17,8,2,16,12,1,1,Манчестер Юнайтед , Вест Бромвич,1,0,1
750,54,46,10,7,6,7,4,0,14,10,2,5,8,13,2,3,Фулхэм , Эвертон,2,3,2
751,50,50,8,8,5,3,3,5,7,6,2,6,6,7,4,2,Шеффилд Юнайтед , Вест Хэм,0,1,2
752,66,34,20,8,4,2,16,6,9,8,5,3,8,9,0,2,Лидс , Арсенал,0,0,0
753,56,44,21,9,13,4,8,5,15,6,10,3,6,15,2,1,Ливерпуль , Лестер,3,0,1
754,47,53,7,10,4,5,3,5,13,9,4,7,8,13,2,2,Бернли , Кристал Пэлас,1,0,1
